file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	22
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.040828750963808676
tilty1	0.018464049420246723
a4	-0.43470580853317287
a5	-0.15323132219904184
a6	0.22358291805912853
a7	0.005396688868722507
a8	0.11260729463457862
a9	-0.09192260400437874
a10	0.09766430292711017
a11	-0.32403649808655743
a12	-0.21180511996187207
a13	0.0561741300937997
a14	-0.006557037725872988
a15	-0.0023469491582986694
a16	0.09331552741470546
a17	0.016200965462730015
a18	0.010908944080630855
a19	0.0327779348883596
a20	0.07779598759846729
a21	0.037451166554050674
