file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	22
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.0033636127405150024
tilty1	0.013158838941503674
a4	-0.40342397849457556
a5	-0.3211037471223117
a6	0.1545231039175492
a7	0.02840493956506395
a8	0.0885657435408992
a9	-0.09686152750559528
a10	0.08631071818520489
a11	-0.3220949010736401
a12	-0.20651305930885824
a13	0.05661890854552201
a14	0.017774847676312808
a15	0.009238146491341474
a16	0.07092435655641027
a17	0.023210058800512582
a18	-0.0027272879676644053
a19	0.056861757498389696
a20	0.02145350881586148
a21	0.010325044501123613
