file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	22
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.028179957901973227
tilty1	-0.006186860919155368
a4	-0.439696350957721
a5	-0.12693772838849646
a6	0.3173523282083862
a7	0.08893580394915448
a8	0.09240822220325765
a9	0.1434372499382955
a10	0.09022904980177458
a11	-0.34706443112078245
a12	-0.16182316433670532
a13	-0.013876062237604252
a14	-0.0259678591804203
a15	0.13387894078541412
a16	0.06083741014619585
a17	0.03574472306238727
a18	0.02929172973588946
a19	-0.021619211370650294
a20	0.03395876449793002
a21	-0.014716162559731193
